project_id,attendance,study_hours,previous_performance,task_completion,pending_tasks,missed_deadlines,milestone_completion,days_remaining,team_size,project_type,planned_tasks,completed_tasks,project_progress,delay_risk
PROJ-3655,81.1,14.6,44.3,21.1,15,2,38.5,29,7,AI,19,4,29.3,HIGH
PROJ-3656,78.8,9.3,55.6,81.2,3,1,,63,6,IoT,16,13,32.6,MEDIUM
PROJ-3657,73.4,23.0,67.2,60.0,2,1,58.3,55,6,AI,5,3,64.0,LOW
PROJ-3658,69.4,9.4,79.9,60.0,4,0,81.0,48,7,Research,10,6,57.2,LOW
PROJ-3659,61.1,16.9,46.5,45.8,13,1,82.4,37,5,Research,24,11,59.0,MEDIUM
PROJ-3660,74.0,20.6,86.0,80.0,5,0,63.6,35,5,Mobile,25,20,55.5,LOW
PROJ-3661,78.8,18.4,90.2,31.2,11,2,33.7,24,2,Web,16,5,,MEDIUM
PROJ-3662,98.7,17.4,85.7,64.3,5,0,72.7,51,3,Web,14,9,75.7,LOW
PROJ-3663,79.8,10.4,57.8,60.0,4,0,75.0,39,2,Mobile,10,6,,LOW
PROJ-3664,46.1,8.0,88.8,20.7,23,8,54.3,1,4,AI,29,6,16.7,HIGH
PROJ-3665,45.0,,42.7,21.7,18,1,72.3,30,2,IoT,23,5,38.2,MEDIUM
PROJ-3666,86.2,14.5,86.3,66.7,4,3,81.1,52,2,Web,12,8,63.0,LOW
PROJ-3667,82.2,14.6,80.8,66.7,5,0,84.3,11,2,AI,15,10,66.8,LOW
PROJ-3668,70.7,9.6,37.1,33.3,14,3,44.6,1,1,Research,21,7,31.6,HIGH
PROJ-3669,76.4,19.5,73.2,84.6,4,1,75.3,19,6,IoT,26,22,65.3,LOW
PROJ-3670,,10.7,70.6,35.7,18,1,48.9,22,4,Web,28,10,67.5,MEDIUM
PROJ-3671,100.0,11.5,65.2,93.3,1,6,58.0,89,5,AI,15,14,,MEDIUM
PROJ-3672,61.7,10.5,60.7,13.8,25,0,37.8,37,6,Web,29,4,20.7,HIGH
PROJ-3673,92.7,24.2,74.8,61.9,8,0,100.0,49,2,Mobile,21,13,52.7,LOW
PROJ-3674,67.9,14.5,61.7,44.4,5,1,52.6,36,7,IoT,9,4,35.1,MEDIUM
PROJ-3675,68.3,21.2,82.7,69.2,4,0,48.2,70,1,Web,13,9,62.0,LOW
PROJ-3676,82.3,13.7,57.4,14.3,12,3,34.6,13,6,IoT,14,2,43.1,HIGH
PROJ-3677,60.0,19.6,47.6,52.6,9,1,18.4,76,7,Mobile,19,10,34.7,MEDIUM
PROJ-3678,61.2,7.0,57.6,47.4,10,2,58.1,11,6,Web,19,9,22.1,HIGH
PROJ-3679,68.7,25.7,59.5,58.8,7,2,59.9,29,3,Mobile,17,10,61.4,LOW
PROJ-3680,86.0,19.4,84.9,78.6,3,2,52.5,78,6,AI,14,11,79.4,LOW
PROJ-3681,52.6,3.5,57.4,16.7,5,3,13.0,26,5,Web,6,1,0.0,HIGH
PROJ-3682,71.3,12.6,98.0,50.0,6,4,82.6,66,2,Research,12,6,72.1,LOW
PROJ-3683,52.9,24.8,80.7,22.2,7,5,63.1,27,3,Mobile,9,2,54.6,MEDIUM
PROJ-3684,74.3,6.4,46.8,48.0,13,0,56.9,20,6,Mobile,25,12,52.4,MEDIUM
PROJ-3685,66.1,23.0,74.9,66.7,7,0,72.3,38,6,Mobile,21,14,77.2,LOW
PROJ-3686,77.6,27.9,92.7,33.3,8,4,35.5,49,2,Web,12,4,53.7,MEDIUM
PROJ-3687,73.0,20.6,68.7,30.8,9,3,50.4,42,1,Research,13,4,14.7,HIGH
PROJ-3688,93.9,25.1,87.9,62.5,3,1,83.9,65,3,IoT,8,5,60.7,LOW
PROJ-3689,85.8,16.2,31.3,42.9,4,2,25.4,64,6,Web,7,3,43.7,MEDIUM
PROJ-3690,69.3,8.3,46.7,55.6,12,4,,4,1,Research,27,15,61.5,MEDIUM
PROJ-3691,78.2,8.4,50.4,25.0,12,2,44.5,16,4,Research,16,4,25.9,HIGH
PROJ-3692,51.1,3.3,69.2,61.9,8,2,50.3,57,7,AI,21,13,49.4,MEDIUM
PROJ-3693,91.2,16.4,74.9,63.2,7,0,80.5,34,7,Web,19,12,48.7,LOW
PROJ-3694,61.8,3.5,46.8,21.7,18,5,16.3,69,2,AI,23,5,29.2,HIGH
PROJ-3695,52.4,17.9,65.3,38.5,16,4,18.7,28,1,AI,26,10,11.6,HIGH
PROJ-3696,100.0,24.0,74.1,77.8,4,0,86.5,69,5,Research,18,14,71.5,LOW
PROJ-3697,65.7,8.6,55.8,37.0,17,7,22.9,44,5,AI,27,10,27.5,HIGH
PROJ-3698,,17.7,77.3,87.5,1,0,59.1,71,4,Research,8,7,69.9,LOW
PROJ-3699,76.0,14.6,55.8,81.8,2,1,72.7,46,3,AI,11,9,82.8,LOW
PROJ-3700,70.8,8.8,52.1,68.4,6,3,56.4,75,4,Research,19,13,60.1,MEDIUM
PROJ-3701,86.4,30.2,80.7,59.1,9,2,98.6,47,4,Research,22,13,62.9,LOW
PROJ-3702,82.1,7.5,59.0,55.2,13,2,65.9,17,1,Mobile,29,16,37.4,MEDIUM
PROJ-3703,46.8,12.4,34.3,45.0,11,2,34.2,49,2,Mobile,20,9,18.4,HIGH
PROJ-3704,55.1,6.2,48.5,29.4,12,5,24.7,27,3,IoT,17,5,30.2,HIGH
PROJ-3705,67.7,10.1,62.0,41.7,7,2,39.0,24,7,Web,12,5,44.6,MEDIUM
PROJ-3706,60.4,13.6,64.9,36.0,16,5,8.2,10,3,Web,25,9,36.5,HIGH
PROJ-3707,82.2,23.4,64.4,87.5,3,1,96.2,42,6,IoT,24,21,76.9,LOW
PROJ-3708,,22.5,97.4,80.0,4,3,65.0,54,5,Mobile,20,16,73.1,LOW
PROJ-3709,87.8,24.5,78.7,52.4,10,1,74.8,37,3,AI,21,11,74.1,LOW
PROJ-3710,55.4,8.7,34.1,42.3,15,2,28.1,1,6,Research,26,11,23.0,HIGH
PROJ-3711,69.0,22.0,59.5,39.3,17,4,48.4,43,7,Research,28,11,63.5,MEDIUM
PROJ-3712,74.2,13.1,83.1,66.7,3,2,82.1,62,1,AI,9,6,75.5,LOW
PROJ-3713,47.6,2.9,46.1,35.7,9,2,37.7,35,1,Mobile,14,5,,HIGH
PROJ-3714,82.6,24.2,,80.0,3,3,67.6,62,4,IoT,15,12,28.8,LOW
PROJ-3715,91.8,26.4,84.5,62.5,3,0,76.5,21,1,AI,8,5,89.6,LOW
PROJ-3716,73.0,22.0,82.0,87.5,1,1,64.6,54,2,AI,8,7,54.1,LOW
PROJ-3717,46.4,1.8,39.9,37.9,18,5,26.1,15,1,Mobile,29,11,0.0,HIGH
PROJ-3718,,8.6,46.0,10.0,9,2,20.6,48,7,IoT,10,1,13.3,HIGH
PROJ-3719,85.3,7.0,58.4,59.3,11,6,57.7,1,4,Research,27,16,31.9,HIGH
PROJ-3720,62.5,3.5,72.5,54.2,11,0,89.3,10,2,AI,24,13,63.4,MEDIUM
PROJ-3721,66.1,22.3,58.3,46.7,8,1,66.3,31,5,Mobile,15,7,62.7,LOW
PROJ-3722,84.1,24.9,88.8,57.1,3,1,100.0,51,5,AI,7,4,61.7,LOW
PROJ-3723,92.5,25.1,81.0,35.0,13,3,90.6,58,7,Web,20,7,49.3,LOW
PROJ-3724,65.0,11.4,54.2,17.9,23,2,20.9,27,5,AI,28,5,45.5,HIGH
PROJ-3725,44.1,12.6,52.8,13.3,13,5,32.0,1,7,Research,15,2,0.0,HIGH
PROJ-3726,77.4,25.9,73.7,60.0,10,0,44.2,47,6,IoT,25,15,77.5,LOW
PROJ-3727,74.5,20.3,62.6,60.0,4,1,65.6,53,1,Research,10,6,66.7,LOW
PROJ-3728,51.7,3.6,40.0,16.7,5,4,12.4,14,7,Web,6,1,23.2,HIGH
PROJ-3729,71.5,5.4,55.2,41.4,17,4,42.3,26,2,Web,29,12,30.0,HIGH
PROJ-3730,62.0,6.7,62.9,31.0,20,2,35.5,38,5,Mobile,29,9,28.5,HIGH
PROJ-3731,42.2,10.5,44.7,35.0,13,3,36.7,26,3,AI,20,7,20.6,HIGH
PROJ-3732,90.7,30.4,67.9,85.7,4,0,81.0,75,1,AI,28,24,23.3,LOW
PROJ-3733,67.8,15.2,68.3,53.3,7,1,42.5,30,1,AI,15,8,61.0,MEDIUM
PROJ-3734,53.2,8.3,51.3,31.6,13,5,25.2,37,1,IoT,19,6,38.0,HIGH
PROJ-3735,86.1,19.6,84.3,80.0,1,2,44.7,71,7,Web,5,4,57.5,LOW
PROJ-3736,53.1,,43.3,33.3,18,5,30.5,35,3,Mobile,27,9,42.5,HIGH
PROJ-3737,75.3,11.7,42.1,20.0,4,1,49.6,27,7,Research,5,1,56.3,MEDIUM
PROJ-3738,58.9,14.9,,50.0,14,1,25.2,43,3,Mobile,28,14,74.0,MEDIUM
PROJ-3739,82.9,25.4,78.2,60.0,2,1,84.6,46,2,IoT,5,3,100.0,LOW
PROJ-3740,67.9,19.9,69.5,58.3,5,2,63.1,33,7,AI,12,7,56.8,MEDIUM
PROJ-3741,57.1,13.4,62.9,12.5,7,2,23.1,1,5,Research,8,1,8.9,HIGH
PROJ-3742,69.1,5.1,44.0,20.0,8,3,34.2,18,6,AI,10,2,15.1,HIGH
PROJ-3743,51.5,12.6,83.1,90.0,1,2,51.5,48,3,Web,10,9,53.2,MEDIUM
PROJ-3744,86.1,19.8,70.6,85.2,4,0,75.3,50,2,IoT,27,23,62.8,LOW
PROJ-3745,89.6,16.7,83.8,76.2,5,1,73.3,44,6,Mobile,21,16,75.9,LOW
PROJ-3746,66.6,12.3,46.1,35.3,11,9,23.8,21,6,AI,17,6,42.7,HIGH
PROJ-3747,82.0,20.9,80.9,75.9,7,0,69.2,32,6,Web,29,22,63.6,LOW
PROJ-3748,77.3,19.3,70.2,55.6,4,1,100.0,26,2,Web,9,5,62.6,LOW
PROJ-3749,94.2,13.7,95.0,75.0,2,0,65.6,53,1,Mobile,8,6,41.9,LOW
PROJ-3750,53.6,15.2,54.3,26.7,11,4,45.1,15,6,AI,15,4,28.2,HIGH
PROJ-3751,41.0,8.5,49.6,27.8,13,2,52.6,35,5,IoT,18,5,49.7,HIGH
PROJ-3752,77.3,16.8,88.6,0.0,6,5,44.0,45,6,IoT,6,0,22.8,HIGH
PROJ-3753,73.6,14.8,44.5,37.5,10,1,39.9,48,7,Mobile,16,6,36.1,MEDIUM
PROJ-3754,86.3,18.0,71.7,83.3,2,6,67.7,26,3,Web,12,10,25.5,MEDIUM
PROJ-3755,74.7,13.0,36.4,30.4,16,1,26.2,30,3,Research,23,7,57.3,MEDIUM
PROJ-3756,68.5,10.0,54.5,38.1,13,5,23.2,22,7,Mobile,21,8,9.4,HIGH
PROJ-3757,74.5,13.4,78.3,42.1,11,2,45.1,63,5,IoT,19,8,41.5,MEDIUM
PROJ-3758,53.1,8.1,43.1,45.5,12,0,44.0,26,7,Web,22,10,48.7,MEDIUM
PROJ-3759,84.4,19.2,44.3,56.2,7,2,48.1,46,4,IoT,16,9,70.4,MEDIUM
PROJ-3760,77.8,19.6,67.5,94.1,1,1,45.4,46,2,AI,17,16,47.3,LOW
PROJ-3761,66.6,8.1,48.8,40.0,3,4,20.4,32,1,IoT,5,2,33.6,HIGH
PROJ-3762,94.9,28.0,76.6,95.2,1,2,72.1,30,6,Mobile,21,20,75.2,LOW
PROJ-3763,73.8,18.7,90.7,38.9,11,0,69.8,64,4,Mobile,18,7,80.4,LOW
PROJ-3764,83.7,23.1,74.3,70.0,3,0,59.0,17,3,Web,10,7,69.7,LOW
PROJ-3765,71.1,10.6,58.6,22.2,7,1,25.4,29,1,IoT,9,2,27.0,HIGH
PROJ-3766,72.6,,47.7,20.0,4,2,32.3,21,2,AI,5,1,39.6,HIGH
PROJ-3767,71.1,18.6,40.2,28.6,10,4,43.6,1,1,Research,14,4,21.6,HIGH
PROJ-3768,80.8,14.5,63.4,60.0,2,4,37.7,7,1,IoT,5,3,28.7,HIGH
PROJ-3769,72.6,10.6,49.7,26.7,11,2,25.7,28,1,Research,15,4,26.2,HIGH
PROJ-3770,64.9,8.1,35.6,20.0,16,5,40.1,1,6,Web,20,4,36.3,HIGH
PROJ-3771,52.9,19.3,47.0,16.7,15,5,27.9,33,4,AI,18,3,20.3,HIGH
PROJ-3772,78.5,4.5,43.6,25.0,9,5,61.3,33,4,Research,12,3,22.5,HIGH
PROJ-3773,77.2,29.8,95.3,61.5,5,2,72.1,48,3,Research,13,8,81.2,LOW
PROJ-3774,78.2,26.0,84.8,52.9,8,0,56.2,27,5,Web,17,9,80.7,LOW
PROJ-3775,55.8,16.8,66.6,28.6,15,6,,1,5,IoT,21,6,32.9,HIGH
PROJ-3776,98.8,22.5,58.7,76.9,6,1,68.4,13,3,AI,26,20,100.0,LOW
PROJ-3777,66.2,5.1,56.5,22.2,14,7,57.5,32,5,Mobile,18,4,32.7,HIGH
PROJ-3778,62.3,10.8,72.4,57.1,9,0,43.5,46,4,Mobile,21,12,16.0,MEDIUM
PROJ-3779,64.9,15.9,61.6,37.5,5,2,60.8,1,1,Mobile,8,3,22.1,MEDIUM
PROJ-3780,78.3,21.7,80.4,60.0,2,1,68.0,50,7,Mobile,5,3,53.6,LOW
PROJ-3781,54.0,7.3,59.8,10.5,17,7,55.5,16,5,IoT,19,2,26.1,HIGH
PROJ-3782,84.3,25.5,100.0,66.7,2,2,56.4,74,6,AI,6,4,64.9,LOW
PROJ-3783,82.6,21.4,73.7,40.0,15,2,39.1,47,5,IoT,25,10,57.3,MEDIUM
PROJ-3784,72.4,17.9,77.1,60.0,10,0,62.1,41,1,Research,25,15,96.3,LOW
PROJ-3785,58.8,4.4,38.5,39.3,17,3,35.1,16,3,Mobile,28,11,,HIGH
PROJ-3786,49.9,5.9,38.3,18.2,18,5,26.1,43,5,AI,22,4,34.1,HIGH
PROJ-3787,49.6,4.2,37.6,42.9,4,5,53.7,36,7,AI,7,3,42.3,HIGH
PROJ-3788,56.1,1.0,49.1,33.3,4,4,31.6,35,7,Research,6,2,,HIGH
PROJ-3789,73.4,9.7,52.7,41.4,17,6,55.9,13,1,Research,29,12,34.2,HIGH
PROJ-3790,70.5,8.3,67.2,61.5,10,3,38.5,14,1,Mobile,26,16,53.2,MEDIUM
PROJ-3791,74.1,12.6,68.6,66.7,4,3,43.4,45,6,Research,12,8,37.7,MEDIUM
PROJ-3792,57.0,11.3,48.2,44.4,15,3,31.1,21,4,AI,27,12,3.8,HIGH
PROJ-3793,57.0,2.6,58.7,35.3,11,6,29.7,40,4,Web,17,6,45.2,HIGH
PROJ-3794,72.8,14.5,74.3,53.8,12,1,74.6,48,5,IoT,26,14,78.9,LOW
PROJ-3795,43.2,6.0,,20.0,16,2,28.2,53,7,Mobile,20,4,37.4,HIGH
PROJ-3796,73.1,12.8,68.6,50.0,7,1,58.0,42,2,Mobile,14,7,68.4,MEDIUM
PROJ-3797,70.3,15.3,48.5,23.5,13,2,23.1,22,5,IoT,17,4,3.5,HIGH
PROJ-3798,33.2,9.1,51.8,47.4,10,6,20.2,23,7,IoT,19,9,41.7,HIGH
PROJ-3799,63.6,12.8,48.4,32.0,17,3,30.5,43,7,AI,25,8,14.1,HIGH
PROJ-3800,88.2,29.9,81.2,80.0,4,0,85.5,42,1,AI,20,16,,LOW
PROJ-3801,83.8,21.4,,84.2,3,0,48.9,22,1,AI,19,16,65.0,LOW
PROJ-3802,62.5,14.4,73.8,57.9,8,2,81.9,8,7,Web,19,11,27.9,MEDIUM
PROJ-3803,84.4,11.9,48.7,71.4,2,3,55.3,70,6,Research,7,5,55.6,MEDIUM
PROJ-3804,61.1,4.3,56.1,20.7,23,1,40.5,18,1,Web,29,6,30.5,HIGH
PROJ-3805,84.6,15.2,74.4,56.5,10,0,43.3,32,2,Web,23,13,35.8,LOW
PROJ-3806,,14.1,80.7,50.0,3,1,78.7,51,4,AI,6,3,89.3,LOW
PROJ-3807,47.9,4.2,73.5,38.5,16,4,40.4,9,1,IoT,26,10,30.3,HIGH
PROJ-3808,72.3,17.0,60.4,33.3,12,3,29.0,38,7,Web,18,6,50.8,MEDIUM
PROJ-3809,60.0,15.5,52.0,60.0,10,2,48.3,33,2,Web,25,15,27.8,MEDIUM
PROJ-3810,86.7,15.1,66.7,100.0,0,1,34.5,54,2,IoT,23,23,86.7,LOW
PROJ-3811,70.4,14.6,47.2,8.7,21,4,6.6,23,5,Research,23,2,29.0,HIGH
PROJ-3812,93.7,16.3,67.3,62.1,11,5,43.7,24,2,IoT,29,18,40.0,MEDIUM
PROJ-3813,67.4,6.1,75.2,13.6,19,2,33.4,37,4,AI,22,3,11.5,HIGH
PROJ-3814,97.2,19.1,56.3,45.0,11,2,59.5,46,2,Research,20,9,45.3,MEDIUM
PROJ-3815,80.1,23.3,76.3,59.1,9,0,54.0,54,6,IoT,22,13,83.0,LOW
PROJ-3816,87.2,25.8,61.7,77.8,2,0,67.8,36,4,AI,9,7,52.0,LOW
PROJ-3817,76.0,22.2,80.3,75.0,3,0,75.2,46,1,Mobile,12,9,87.3,LOW
PROJ-3818,65.5,6.1,76.5,35.0,13,2,0.0,32,3,Mobile,20,7,26.0,HIGH
PROJ-3819,55.3,4.6,45.5,19.0,17,2,20.9,16,7,Web,21,4,20.7,HIGH
PROJ-3820,75.4,10.0,63.2,3.8,25,0,37.0,7,6,Research,26,1,30.6,HIGH
PROJ-3821,71.2,11.0,73.6,65.2,8,2,45.6,58,5,IoT,23,15,58.9,LOW
PROJ-3822,76.4,16.6,29.5,62.5,6,2,46.1,35,4,Mobile,16,10,32.9,MEDIUM
PROJ-3823,66.9,6.3,49.9,42.1,11,4,30.8,30,6,AI,19,8,22.6,HIGH
PROJ-3824,95.0,19.7,83.8,88.0,3,2,52.7,58,3,Mobile,25,22,84.3,LOW
PROJ-3825,65.4,12.7,70.3,40.0,6,3,38.3,46,5,Mobile,10,4,28.1,MEDIUM
PROJ-3826,63.7,9.9,48.5,27.8,13,3,23.8,27,3,IoT,18,5,29.5,HIGH
PROJ-3827,77.0,20.1,62.4,50.0,5,1,96.1,65,1,IoT,10,5,68.0,LOW
PROJ-3828,74.7,26.8,64.8,57.1,3,1,61.2,45,4,Mobile,7,4,69.4,LOW
PROJ-3829,56.1,1.0,60.5,25.0,18,3,42.2,16,1,Web,24,6,33.7,HIGH
PROJ-3830,46.6,8.7,61.6,33.3,4,6,,14,7,Web,6,2,13.3,HIGH
PROJ-3831,92.5,21.1,65.7,61.9,8,0,58.3,35,5,IoT,21,13,63.1,LOW
PROJ-3832,70.8,10.7,60.7,39.1,14,5,40.6,7,2,Web,23,9,0.0,HIGH
PROJ-3833,79.2,14.0,55.4,41.7,14,3,61.3,11,1,Mobile,24,10,50.8,MEDIUM
PROJ-3834,71.8,13.4,68.9,33.3,12,1,50.7,16,5,AI,18,6,27.8,MEDIUM
PROJ-3835,64.8,16.4,31.3,15.4,11,5,34.8,32,6,Research,13,2,0.0,HIGH
PROJ-3836,72.7,14.2,38.3,47.4,10,6,60.4,48,6,IoT,19,9,37.9,MEDIUM
PROJ-3837,83.0,11.5,55.4,43.8,9,2,15.1,27,6,Research,16,7,50.5,MEDIUM
PROJ-3838,76.7,12.4,70.6,57.1,3,2,63.7,47,3,AI,7,4,49.1,LOW
PROJ-3839,52.8,5.9,69.6,33.3,6,2,51.5,21,2,Web,9,3,29.1,MEDIUM
PROJ-3840,91.7,13.1,78.1,55.0,9,5,41.8,47,2,Mobile,20,11,40.5,MEDIUM
PROJ-3841,69.5,19.3,43.8,40.0,3,4,31.3,24,6,Mobile,5,2,50.4,MEDIUM
PROJ-3842,71.9,11.3,72.8,50.0,7,2,32.6,24,4,Research,14,7,30.3,MEDIUM
PROJ-3843,97.0,25.3,82.6,73.9,6,0,60.1,33,5,IoT,23,17,89.7,LOW
PROJ-3844,100.0,26.8,87.9,74.1,7,1,91.9,32,3,Research,27,20,58.9,LOW
PROJ-3845,84.0,23.4,72.1,70.6,5,2,76.3,51,4,Mobile,17,12,87.4,LOW
PROJ-3846,67.4,14.1,23.5,25.0,15,2,9.7,14,3,AI,20,5,33.0,HIGH
PROJ-3847,61.3,12.2,62.9,38.5,16,2,,19,2,IoT,26,10,53.0,HIGH
PROJ-3848,62.4,10.8,84.9,62.5,3,3,52.1,38,3,Web,8,5,47.6,MEDIUM
PROJ-3849,47.7,6.7,57.8,40.0,12,3,34.9,42,6,Web,20,8,,HIGH
PROJ-3850,40.8,4.9,54.6,33.3,10,6,20.9,9,4,Research,15,5,18.0,HIGH
PROJ-3851,,10.7,72.8,66.7,2,2,64.2,67,2,Mobile,6,4,79.2,LOW
PROJ-3852,73.5,18.5,68.4,68.8,5,0,100.0,38,4,Research,16,11,,LOW
PROJ-3853,87.4,25.1,74.3,52.4,10,1,45.6,67,3,Mobile,21,11,61.9,LOW
PROJ-3854,65.4,8.1,72.2,25.0,6,2,61.1,23,3,AI,8,2,35.2,MEDIUM
PROJ-3855,82.6,18.7,61.8,66.7,2,2,22.7,16,4,IoT,6,4,53.8,MEDIUM
PROJ-3856,,10.8,71.9,39.1,14,2,58.4,48,3,Web,23,9,34.6,MEDIUM
PROJ-3857,74.4,20.4,48.5,57.7,11,2,51.8,31,5,Web,26,15,55.7,MEDIUM
PROJ-3858,68.5,1.0,35.6,25.0,18,4,63.5,4,1,Web,24,6,22.0,HIGH
PROJ-3859,78.1,16.0,32.7,50.0,3,1,13.5,46,6,Web,6,3,53.5,MEDIUM
PROJ-3860,89.4,19.4,76.7,72.7,3,3,85.2,25,6,AI,11,8,93.5,LOW
PROJ-3861,100.0,18.5,36.9,77.8,2,0,74.6,62,4,IoT,9,7,67.7,LOW
PROJ-3862,68.8,,49.8,50.0,7,3,53.7,27,4,Web,14,7,61.1,MEDIUM
PROJ-3863,69.0,13.5,86.6,50.0,9,4,40.2,25,1,Web,18,9,51.4,MEDIUM
PROJ-3864,59.5,5.9,56.6,54.5,5,1,16.2,36,6,AI,11,6,40.2,MEDIUM
PROJ-3865,67.1,16.1,64.7,37.5,5,1,56.9,21,1,Mobile,8,3,49.5,MEDIUM
PROJ-3866,55.8,15.5,66.4,60.0,2,5,65.1,38,6,Research,5,3,44.4,LOW
PROJ-3867,46.9,13.9,45.8,37.5,5,4,13.6,45,7,IoT,8,3,23.5,HIGH
PROJ-3868,62.1,4.4,77.0,23.8,16,4,22.6,39,4,AI,21,5,17.8,HIGH
PROJ-3869,80.2,18.4,59.6,36.8,12,1,49.1,14,4,AI,19,7,50.6,MEDIUM
PROJ-3870,100.0,18.9,64.6,25.0,6,4,36.4,21,2,Web,8,2,33.8,MEDIUM
PROJ-3871,72.0,26.7,33.9,50.0,6,3,50.0,1,6,Mobile,12,6,48.6,MEDIUM
PROJ-3872,81.7,20.3,66.5,60.0,2,1,73.8,68,1,IoT,5,3,56.4,LOW
PROJ-3873,72.0,1.7,18.6,16.7,10,4,34.1,28,2,Web,12,2,49.5,HIGH
PROJ-3874,58.0,,72.3,36.4,7,1,37.6,45,2,Research,11,4,68.2,MEDIUM
PROJ-3875,54.6,8.6,58.9,50.0,9,1,76.1,48,5,Research,18,9,26.1,MEDIUM
PROJ-3876,83.6,1.0,,28.6,15,2,60.2,38,1,AI,21,6,60.1,MEDIUM
PROJ-3877,91.9,14.8,57.7,54.5,10,0,67.4,51,2,IoT,22,12,80.7,LOW
PROJ-3878,81.5,16.0,93.0,88.9,1,4,54.4,1,7,Mobile,9,8,47.3,MEDIUM
PROJ-3879,62.0,3.9,63.6,16.7,10,2,23.5,12,3,Research,12,2,36.5,HIGH
PROJ-3880,,8.3,65.9,21.7,18,1,41.9,17,3,Research,23,5,,HIGH
PROJ-3881,87.4,23.3,81.9,67.9,9,2,72.9,29,5,IoT,28,19,71.7,LOW
PROJ-3882,61.7,21.5,70.9,77.8,2,1,74.5,87,3,AI,9,7,62.2,LOW
PROJ-3883,76.2,8.4,74.4,57.7,11,2,61.1,24,3,Research,26,15,30.5,MEDIUM
PROJ-3884,65.3,17.8,97.3,62.5,9,2,61.5,77,2,AI,24,15,100.0,LOW
PROJ-3885,86.3,,83.7,38.9,11,2,43.8,20,4,Web,18,7,78.8,MEDIUM
PROJ-3886,82.4,16.5,51.9,0.0,16,5,60.2,44,1,Mobile,16,0,70.1,MEDIUM
PROJ-3887,63.2,14.0,59.3,41.7,14,3,40.5,53,6,Mobile,24,10,56.5,MEDIUM
PROJ-3888,72.5,7.2,70.2,75.0,5,2,61.8,8,5,Web,20,15,68.2,MEDIUM
PROJ-3889,86.7,17.8,70.3,29.4,12,1,54.0,11,3,Mobile,17,5,68.3,LOW
PROJ-3890,57.8,8.6,55.6,31.8,15,1,7.1,12,2,Mobile,22,7,14.6,HIGH
PROJ-3891,66.1,4.0,44.1,33.3,14,5,37.2,30,7,IoT,21,7,23.9,HIGH
PROJ-3892,77.4,18.7,77.0,46.2,14,2,57.4,24,5,Web,26,12,51.5,MEDIUM
PROJ-3893,61.9,20.7,,36.4,14,3,64.9,86,5,Web,22,8,48.6,MEDIUM
PROJ-3894,68.3,12.6,74.9,25.0,6,1,38.8,35,1,Web,8,2,43.1,MEDIUM
PROJ-3895,84.3,8.7,76.3,37.5,10,2,57.3,26,1,Research,16,6,44.4,MEDIUM
PROJ-3896,86.8,20.5,51.3,77.3,5,2,62.4,45,3,AI,22,17,73.0,LOW
PROJ-3897,74.4,31.3,81.9,61.5,5,2,69.8,56,4,AI,13,8,80.2,LOW
PROJ-3898,97.6,27.3,67.2,55.2,13,3,58.3,22,6,Research,29,16,80.0,LOW
PROJ-3899,64.9,11.4,45.0,28.6,15,4,47.6,53,4,IoT,21,6,23.1,HIGH
PROJ-3900,51.5,6.3,52.7,15.4,11,3,21.3,5,4,AI,13,2,50.7,HIGH
PROJ-3901,57.0,12.0,53.2,11.1,8,2,19.9,35,3,Web,9,1,,HIGH
PROJ-3902,81.9,12.7,,28.6,5,0,61.0,23,6,Research,7,2,,MEDIUM
PROJ-3903,55.2,19.7,82.7,33.3,14,1,42.3,18,6,Mobile,21,7,31.0,MEDIUM
PROJ-3904,,9.0,42.8,0.0,7,3,19.7,20,6,Web,7,0,44.5,HIGH
PROJ-3905,66.8,21.8,73.5,40.0,6,2,69.6,31,4,Mobile,10,4,31.0,MEDIUM
PROJ-3906,83.9,16.3,59.3,56.2,7,1,73.0,25,2,Research,16,9,51.8,LOW
PROJ-3907,73.0,15.1,65.4,25.0,18,7,22.9,23,4,Web,24,6,25.4,HIGH
PROJ-3908,78.9,21.2,78.0,79.3,6,0,81.9,58,4,Research,29,23,77.4,LOW
PROJ-3909,60.0,21.9,77.4,73.1,7,0,91.3,27,6,Research,26,19,60.9,LOW
PROJ-3910,71.8,11.7,60.9,18.8,13,3,18.9,13,3,AI,16,3,26.2,HIGH
PROJ-3911,73.5,19.8,60.1,65.0,7,2,61.0,51,3,Web,20,13,50.7,MEDIUM
PROJ-3912,85.7,20.9,58.3,86.2,4,0,91.4,39,6,IoT,29,25,,LOW
PROJ-3913,62.4,10.2,49.1,13.8,25,6,55.7,32,5,AI,29,4,10.5,HIGH
PROJ-3914,46.9,11.1,58.9,60.0,4,4,52.0,20,3,Research,10,6,45.4,MEDIUM
PROJ-3915,58.8,13.3,44.6,46.2,7,0,26.7,23,3,IoT,13,6,23.8,HIGH
PROJ-3916,69.2,12.2,71.5,75.0,4,0,53.3,57,2,Mobile,16,12,74.1,LOW
PROJ-3917,73.4,11.3,27.4,38.5,8,7,40.0,6,6,Web,13,5,40.8,HIGH
PROJ-3918,79.4,19.5,58.1,45.8,13,1,43.9,34,1,Mobile,24,11,61.7,MEDIUM
PROJ-3919,74.7,21.6,43.4,100.0,0,2,42.2,14,2,Research,17,17,64.0,LOW
